bloco;y;x;id;vulgar;cient;familia;nome;classif;c7;c10;c13;c16;coordx;coordy;fuste7;fuste10;fuste13;st7;st10;st13;fito7;fito10;fito13;copa7;copa10;copa13;obs
H7;29,7;10,4;H7/48A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;37;38,50000001;39,59999999;40,29999999;677110,4;7184429,7;2;2;42;1;1;1;3;5;3;2;2;3;
I4;22,6;37;I4/158A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;32,6;33,4;34;;677187;7184272,6;41;41;42;2;2;1;3;3;3;2;2;2;
D6;17,8;49,5;D6/146A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;32,00000001;32,80000001;32,80000001;32,80000001;676949,5;7184367,8;1;41;;1;1;1;3;2;3;2;2;2;
D6;32,4;27,3;D6/192A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;;;33,79999999;35,80000001;676927,3;7184382,4;;;42;;;1;;;3;;;3;
A7;41,9;39,5;A7/33A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;51,70000001;53,10000001;55;55;676789,5;7184441,9;2;2;;2;2;2;1;1;3;2;2;3;
G4;32,2;22,5;G4/85A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;42,30000001;43,00000001;43,99999999;45,00000001;677072,5;7184282,2;2;2;2;2;2;2;3;3;3;3;3;3;
I4;1,3;0,4;I4/1A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;39,20000001;39,8;39,8;;677150,4;7184251,3;2;2;2;2;2;2;3;3;4;3;2;2;
D3;24,3;48;D3/113A;Ariticum;Annona rugulosa (Schltdl.) H.Rainer;Annonaceae;Annrug;P;63,49999999;66,6;68,39999998;69,19999999;676948;7184224,3;2;41;;2;2;2;2;5;35;2;3;3;
F9;26,2;23,3;F9/101A;Vassourão preto;Piptocarpha axillaris (Less.) Baker;Asteraceae;Pipaxi;P;90,70000001;91,59999999;92,49999999;92,49999999;677023,3;7184526,2;3;3;3;3;3;2;3;3;3;3;3;3;
J4;25,3;17,5;J4/62A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;38,50000001;38,89999999;38,89999999;38,89999999;677217,5;7184275,3;1;1;1;2;2;2;1;15;1;1;1;5;
G7;48,9;28,7;G7/126B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;61,39999999;61,89999998;62,79999999;63,8;677078,7;7184448,9;2;2;2;2;2;2;3;35;3;3;3;3;
G2;45,8;48,5;G2/158A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;36,3;37,80000001;37,20000001;37,29999999;677098,5;7184195,8;2;2;2;2;2;1;2;35;35;2;3;2;
A5;47,6;27,5;A5/86A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;47,1;50,49999999;55,49999999;56,29999999;676777,5;7184347,6;2;3;;3;2;2;3;5;35;3;3;3;
F4;25;8,2;F4/19A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;41,50000001;44,2;46,19999999;49,79999999;677008,2;7184275;43;43;2;3;2;2;2;25;5;2;2;3;
E9;19,5;28,5;E9/82A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37;39;39,8;39,8;676978,5;7184519,5;1;1;;2;2;2;3;3;3;2;3;3;
E6;0,9;6;E6/3A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;42,6;44,30000001;45,99999999;47,8;676956;7184350,9;3;2;;2;2;2;3;5;3;3;3;2;
F7;29,5;34,2;F7/186A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;38,50000001;42,7;45,5;49,50000001;677034,2;7184429,5;3;3;3;3;3;3;3;3;3;3;3;3;
G7;14;47;G7/184A;Ariticum;Annona rugulosa (Schltdl.) H.Rainer;Annonaceae;Annrug;P;38,79999999;40,5;42,10000001;43,5;677097;7184414;2;2;2;2;2;2;3;3;3;2;2;2;
G4;40,7;23,5;G4/105A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;35,60000001;40,00000001;43,99999999;48,10000001;677073,5;7184290,7;2;2;2;3;3;2;3;3;35;3;3;3;
B4;4,5;4,1;B4/39A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;37,99999998;37,99999998;39,49999999;39,7;676804,1;7184254,5;1;;;3;;1;2;;2;2;;1;
D3;49,1;41;D3/140A;Farinha-seca;Machaerium stipitatum Vogel;Fabaceae;Macsti;Si;;32,99999999;33,2;34,90000001;676941;7184249,1;;2;;;1;1;;5;3;;2;3;
H4;42,2;8;H4/27A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;40,99999999;41,2;41,3;;677108;7184292,2;2;2;3;2;2;1;3;5;3;2;2;14;
G1;38,2;0,5;G1/6A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;32,5;36,2;37,10000001;38,4;677050,5;7184138,2;2;2;42;2;2;2;3;3;3;2;2;2;
I4;29,7;27;I4/110A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;56,5;57,2;57,9;;677177;7184279,7;1;1;42;2;2;2;2;2;3;2;2;3;
A3;49;19,1;A3/31A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;33,50000001;35,60000001;42,90000001;47;676769,1;7184249;1;2;;3;3;3;3;5;3;2;2;3;
H4;4,9;2,5;H4/3A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;36,50000001;37;37,80000001;37,80000001;677102,5;7184254,9;2;2;2;3;3;1;3;3;3;2;2;3;
F8;9,7;12;F8/79A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;51,00000001;52,8;;;677012;7184459,7;2;2;;3;3;;3;3;4;2;2;;
E4;48,7;48;E4/181A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;162;167,5;172,5;177,5;676998;7184298,7;2;4;;3;3;2;1;25;3;3;3;3;
E7;35,8;30,3;E7/136A;Guavirova-de-porco;Campomanesia guaviroba (DC.) Kiaersk.;Myrtaceae;Camgua;St;49,79999999;51,09999999;53,29999999;55,8;676980,3;7184435,8;2;1;;3;2;2;2;2;3;3;2;3;
G3;10;19;G3/54A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;77,60000001;83,50000001;88,4;93,09999999;677069;7184210;2;2;42;3;3;2;3;3;35;3;3;3;
H4;21;15;H4/194A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;;32,00000001;32,5;677115;7184271;;;2;;;2;;;3;;;2;
C3;39,4;21,5;C3/21A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;97,49999999;103,2;107;109,8;676871,5;7184239,4;3;3;;3;3;3;3;3;3;3;3;2;
C3;40;23;C3/23A;Guavirova-de-porco;Campomanesia guaviroba (DC.) Kiaersk.;Myrtaceae;Camgua;St;45,5;47,1;49,59999999;55;676873;7184240;2;2;;3;3;2;3;3;3;3;2;2;
E6;36,5;29,3;E6/117A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;43,70000001;43,79999998;45,39999999;45,99999999;676979,3;7184386,5;1;41;;1;2;2;3;3;3;3;3;3;
F6;33,8;29,4;F6/122A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;57,2;57,40000001;57,9;58,7;677029,4;7184383,8;3;3;1;3;3;3;3;3;3;3;2;3;
F3;29;11,8;F3/150A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;66,6;76,8;82,80000001;85,60000001;677011,8;7184229;3;3;2;2;3;2;3;3;3;3;3;3;
E6;4,5;34,3;E6/229A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;31,49999998;33,4;34;676984,3;7184354,5;;2;;;2;1;;3;3;;3;3;
G5;24,7;23;G5/191A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;;31,49999998;34,20000001;34,20000001;677073;7184324,7;;3;3;;2;1;;3;3;;3;3;
G5;44;9,5;G5/182A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;;32,29999999;33,2;33,2;677059,5;7184344;;42;2;;1;1;;2;35;;2;3;
F1;38,3;30,5;F1/28A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;40,10000001;40,29999999;40,39999999;;677030,5;7184138,3;1;1;;2;2;;3;3;4;2;2;;
B3;45;5,1;B3/70B;Bugreiro;Lithraea brasiliensis Marchand;Anacardiaceae;Litbra;P;71;71,39999999;88,50000001;92,80000001;676805,1;7184245;1;2;;3;3;2;3;3;3;3;3;2;
E5;21,5;35;E5/132A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;110,7;116;118;119,5;676985;7184321,5;3;2;;3;2;2;1;5;2;2;2;3;
F6;34,2;35,4;F6/260A;Jacaranda;Dalbergia brasiliensis Vogel;Fabaceae;Dalbra;Si;;;;32,00000001;677035,4;7184384,2;;;;;;;;;;;;;
D5;11;26,5;D5/84A;Sapopema;Sloanea lasiocoma K.Schum.;Elaeocarpaceae;Slolas;C;80,50000001;82,80000001;85,00000001;85,70000001;676926,5;7184311;3;3;;3;2;2;3;3;3;3;3;3;
E6;34,5;24,5;E6/111A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;62,2;63;65,30000001;65,50000002;676974,5;7184384,5;2;1;;2;2;1;;;3;3;3;3;
G1;39,6;21,5;G1/29B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;46,69999998;53,5;61,19999999;68;677071,5;7184139,6;2;2;2;2;2;2;3;3;3;1;1;1;
E3;39,7;7;E3/15A;Duranta vestita;Duranta vestita Cham.;Verbenaceae;Durves;P;35,29999999;36,50000001;35,70000001;36,40000001;676957;7184239,7;2;4;;3;1;1;3;5;3;3;2;2;
D8;43,7;48;D8/145A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;38,89999999;39,7;;;676948;7184493,7;1;1;;1;1;;3;2;4;3;3;;
E8;16,5;8;E8/13A;Guabiroba;Campomanesia xanthocarpa (Mart.) O.Berg;Myrtaceae;Camxan;St;106,3;106,3;;;676958;7184466,5;42;42;;3;2;;3;2;4;2;3;;
E2;40,5;30,8;E2/40A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;35,99999999;37,20000001;40,5;42,6;676980,8;7184190,5;2;1;;2;2;2;1;5;2;2;3;2;
F6;28,2;49;F6/211A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;33,50000001;34;34,59999999;35,4;677049;7184378,2;2;2;2;1;2;2;3;3;3;3;3;2;
C3;49,6;11,5;C3/9B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;53,00000001;54,2;55,90000001;66,6;676861,5;7184249,6;1;41;;3;1;2;3;2;3;2;2;2;
E8;10,5;11,5;E8/45A;Embauvarana;Oreopanax fulvus Marchal;Araliaceae;Oreful;C;37,29999999;38,19999999;37,99999998;39;676961,5;7184460,5;2;42;;2;2;2;3;3;3;3;3;3;
H4;44;1;H4/32A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;35,5;36,1;37,49999999;40,29999999;677101;7184294;41;41;42;2;2;2;3;3;3;2;2;2;
H3;4,4;48;H3/181A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;32,29999999;35,99999999;39,20000001;677148;7184204,4;;2;2;;2;2;;3;3;;3;3;
G4;18,1;28,5;G4/227A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;34;677078,5;7184268,1;;;;;;;;;;;;;
H3;16,1;29;H3/76A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;58,20000001;61,99999999;66,20000001;69,5;677129;7184216,1;3;3;3;3;3;2;3;3;3;3;3;3;
H6;2;44,5;H6/173B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;35,60000001;37;38,50000001;40,39999999;677144,5;7184352;2;2;2;2;2;1;3;5;3;1;1;3;
E3;3,7;7;E3/3A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;39,59999999;39,59999999;39,9;39,9;676957;7184203,7;1;2;;1;1;1;3;5;2;2;2;2;
F3;29;11,8;F3/150A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;66,6;76,8;82,80000001;85,60000001;677011,8;7184229;3;3;2;2;3;2;3;3;3;3;3;3;
B5;19,3;3,7;B5/142A;Ni;Ni;Ni;Ni;Ni;;;32,39999999;34,8;676803,7;7184319,3;;;;;;2;;;3;;;3;
F8;9,15;46;F8/261A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;31,9;32,10000001;32,10000001;677046;7184459,15;;2;42;;2;2;;2;3;;2;2;
A7;5,3;34;A7/57A;Mamica-de-cadela;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;Rutaceae;Zankle;Si;46,50000001;53,99999999;58,6;61,99999999;676784;7184405,3;3;4;;3;2;2;2;5;3;3;3;3;
B6;12;29;B6/72A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;51,60000001;53,00000001;55,49999999;58,29999999;676829;7184362;2;1;;3;2;2;3;3;3;3;3;3;
E5;19,3;7;E5/8A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;59,60000001;61,00000001;63,49999999;68;676957;7184319,3;1;41;;2;2;1;3;3;25;2;3;2;
I5;42,4;46,1;I5/178A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;;;;37,10000001;677196,1;7184342,4;;;;;;;;;;;;;
E6;3,9;32,5;E6/172A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;75,2;81,40000001;92,6;98,70000001;676982,5;7184353,9;3;42;;3;2;2;2;5;3;3;3;3;
F7;44,6;28,7;F7/159A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,1;37,99999998;40,80000001;43,79999998;677028,7;7184444,6;2;2;2;2;2;3;3;3;3;3;3;3;
A5;20,7;29,5;A5/124A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;47,8;51,09999999;53,99999999;55,59999999;676779,5;7184320,7;2;2;;3;2;2;3;3;35;3;3;3;
A7;4;47;A7/3A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;42,7;45,00000001;45,90000001;45,99999999;676797;7184404;1;1;;3;2;2;3;3;3;3;1;3;
F1;45,5;26;F1/34B;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;47,59999999;50,80000001;53,5;57,50000001;677026;7184145,5;2;2;2;2;3;2;3;3;3;2;3;2;
G9;1,9;47;G9/116A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;;;;32,39999999;677097;7184501,9;;;;;;;;;;;;;
C3;49,6;11,5;C3/9B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;53,00000001;54,2;55,90000001;66,6;676861,5;7184249,6;1;41;;3;1;2;3;2;3;2;2;2;
G8;28;15;G8/66A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;33,50000001;36,2;37;38,60000001;677065;7184478;3;3;2;2;2;1;3;3;3;3;3;3;
I2;43,2;0,1;I2/16C;Maria-mole;Symplocos uniflora (Pohl) Benth.;Symplocaceae;Symuni;Si;37,39999999;38,09999999;38,60000001;;677150,1;7184193,2;2;2;2;2;2;2;2;2;3;2;2;3;
G6;20,5;18;G6/60A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;183,9;191;202;214;677068;7184370,5;3;3;3;3;3;3;3;3;3;3;3;3;
H6;35,3;3;H6/32A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;88,89999999;89,59999999;90,00000001;91,1;677103;7184385,3;3;3;2;3;3;2;3;5;5;1;1;3;
B6;30,6;21;B6/90A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;44,9;45,39999999;45,5;;676821;7184380,6;1;2;;2;1;1;2;5;3;2;2;2;
F7;15,7;24,5;F7/124A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;164,2;171;181;189;677024,5;7184415,7;3;3;3;3;3;3;3;3;3;3;3;3;
F2;2,7;8;F2/2A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;40,80000001;40,80000001;40,80000001;;677008;7184152,7;2;2;42;3;2;2;2;3;3;1;2;2;
G3;29,5;10,5;G3/47A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;201,5;213;222;234;677060,5;7184229,5;3;3;3;3;3;3;3;3;3;3;3;3;
E9;4;17;E9/37A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;35,00000001;36,50000001;37,20000001;40,80000001;676967;7184504;1;41;;3;2;1;2;5;3;1;3;2;
G6;41;38,8;G6/122A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;47,1;49,9;52,8;56,99999999;677088,8;7184391;2;2;3;3;3;2;3;35;3;3;3;3;
A5;13;38;A5/55A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;51,3;51,60000001;55,30000001;55,49999999;676788;7184313;1;2;;3;2;2;3;3;35;3;3;3;
G4;21,8;35;G4/135A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;66,5;78,50000001;80,79999999;82,70000001;677085;7184271,8;2;1;42;3;3;3;3;3;35;2;2;3;
A4;4,8;0;A4/66A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;;32,80000001;34,20000001;55,49999999;676750;7184254,8;;2;;;2;2;;2;3;;2;3;
I4;32,1;9,3;I4/228A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;;;34,39999999;39,40000001;677159,3;7184282,1;;;42;;;2;;;3;;;3;
F7;49,7;30,5;F7/165A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;47;51,5;53,00000001;56,70000001;677030,5;7184449,7;3;3;3;2;2;3;3;3;3;3;3;3;
C8;8,3;37;C8/18A;Sapopema;Sloanea lasiocoma K.Schum.;Elaeocarpaceae;Slolas;C;72,60000001;73,30000001;77,80000002;82,29999999;676887;7184458,3;2;3;;3;2;2;3;5;3;3;2;3;
I4;13,6;0,4;I4/14A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;71,10000001;72,00000001;72,3;;677150,4;7184263,6;2;2;2;3;3;3;3;3;3;3;3;3;
G2;19,1;34,5;G2/113A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;31,49999998;38,4;44,30000001;48,99999999;677084,5;7184169,1;2;2;2;3;2;2;3;3;3;3;3;3;
H2;38,8;14,5;H2/51A;Pau de leite;Sapium glandulosum (L.) Morong;Euphorbiaceae;Sapgla;P;43,5;44,50000002;45,39999999;47;677114,5;7184188,8;3;3;2;3;3;2;3;5;3;3;3;3;
F2;48,7;19,9;F2/43A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;98,89999999;101,6;103,5;108,1;677019,9;7184198,7;2;2;3;2;3;3;3;3;3;3;3;3;
D3;23,9;34,5;D3/96A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;113;120;125,6;127,9;676934,5;7184223,9;2;3;;3;2;3;2;2;3;3;3;3;
J4;8,5;25,5;J4/86A;Bacaris;Baccharis dracunculifolia DC;Asteraceae;Bacdra;P;37,7;37,7;;;677225,5;7184258,5;1;;;1;;;1;4;4;1;;;
B3;46,5;44,4;B3/43B;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;38,79999999;43,19999999;47,8;51,4;676844,4;7184246,5;2;2;;3;3;3;3;3;3;3;3;3;
D5;28,8;5;D5/28A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;32,10000001;34,59999999;36,9;38,60000001;676905;7184328,8;2;3;;1;2;1;3;3;3;3;3;3;
I4;21,1;32,5;I4/161A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;42,10000001;46,3;50,80000001;55,49999999;677182,5;7184271,1;3;3;2;2;2;2;3;3;3;3;3;3;
I6;18,4;26,5;I6/61A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;33,69999999;33,89999999;34;34;677176,5;7184368,4;1;1;2;2;2;1;3;2;3;1;1;2;
F7;40;12;F7/67A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;36,69999999;36,9;36,9;;677012;7184440;2;2;;2;2;;2;3;4;3;3;;
D5;21,1;49,5;D5/149A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,39999999;39,7;43,00000001;49,79999999;676949,5;7184321,1;2;2;;2;2;2;3;3;3;2;3;3;
F1;39;43;F1/6A;Capororoca;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.;Primulaceae;Myrcor;P;33,79999999;35,19999999;37,20000001;44,69999999;677043;7184139;3;3;3;3;3;3;3;3;3;2;2;2;
H3;16,1;6,5;H3/10A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;36,8;37,49999999;37,49999999;37,80000001;677106,5;7184216,1;1;1;2;2;2;1;3;3;3;2;2;3;
H6;6,5;37;H6/231A;Capororocão;Myrsine umbellata Mart.;Primulaceae;Myrumb;P;;;31,59999999;32,80000001;677137;7184356,5;;;2;;;2;;;3;;;3;
H4;34;31;H4/117A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;36,50000001;40,19999999;43,70000001;46,79999999;677131;7184284;1;1;42;2;2;1;3;5;3;2;2;3;
I4;4,2;43;I4/176A;Guabiroba;Campomanesia xanthocarpa (Mart.) O.Berg;Myrtaceae;Camxan;St;43,60000001;49,09999999;52,1;53,70000001;677193;7184254,2;3;3;2;3;3;1;3;3;3;3;3;3;
H3;18;1,5;H3/13A;Pau de leite;Sapium glandulosum (L.) Morong;Euphorbiaceae;Sapgla;P;51,70000001;56,70000001;58,99999998;61,00000001;677101,5;7184218;2;2;2;3;3;3;3;3;3;3;3;3;
F7;47,7;37;F7/167A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;35,19999999;36,2;36,2;36,59999999;677037;7184447,7;1;1;1;2;2;2;3;3;3;2;2;1;
H3;27,1;45,5;H3/156A;Peloteiro;Aegiphila brachiata Vell.;Lamiaceae;Aegbra;P;44,1;45,39999999;46,09999999;46,50000001;677145,5;7184227,1;1;1;2;2;2;1;3;3;3;3;3;2;
G6;18,2;35,7;G6/218A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;51,5;61,29999999;68,59999999;74,29999999;677085,7;7184368,2;2;2;2;3;3;2;3;3;35;3;3;3;
J4;21,4;18;J4/64C;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;48,6;48,6;47;47;677218;7184271,4;2;2;1;1;1;2;2;2;25;1;1;1;
H2;33;19,6;H2/201A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;34,49999999;677119,6;7184183;;;;;;;;;;;;;
F6;23,4;2;F6/19A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;68,30000001;78,69999999;85,5;93,00000002;677002;7184373,4;3;3;2;3;3;2;3;3;5;3;3;3;
G4;33,2;7;G4/17A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;37,99999998;38,3;39,20000001;39,20000001;677057;7184283,2;2;2;2;3;3;2;3;3;3;3;2;3;
A6;0,7;21,5;A6/87B;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;43,5;43,29999999;42,90000001;43,4;676771,5;7184350,7;1;1;;2;2;1;3;3;3;1;2;2;
G6;24;36,8;G6/229A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;;;32,00000001;34,8;677086,8;7184374;;;3;;;2;;;3;;;3;
F6;14,7;15;F6/73A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;37,7;39,30000001;42,20000001;46,79999999;677015;7184364,7;3;3;42;2;2;2;3;3;3;2;2;2;
D6;42,7;40,5;D6/165A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;178;182,5;183,1548517;183,4;676940,5;7184392,7;2;41;;3;3;3;3;3;35;3;3;3;
B5;48;11;B5/52A;Vassourão preto;Piptocarpha axillaris (Less.) Baker;Asteraceae;Pipaxi;P;95,29999999;95,6;95,6;;676811;7184348;1;1;;3;2;2;1;5;2;1;1;2;
I5;13,3;16;I5/44B;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;109,3;109,3;110;110,5;677166;7184313,3;3;3;2;3;3;3;3;3;3;3;3;3;
I4;0,6;27;I4/80A;Carvalho-brasileiro;Roupala montana var. brasiliensis (Klotzsch) K.S.Edwards;Proteaceae;Roumon;St;42,6;45,99999999;50,7;55,49999999;677177;7184250,6;2;2;2;3;3;2;3;3;3;3;3;3;
D5;49,7;42,5;D5/164A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;44,2;44,59999999;45,00000001;45,10000001;676942,5;7184349,7;1;2;;1;2;1;3;3;35;1;1;2;
C3;36;39;C3/74A;Alfeneiro;Ligustrum lucidum W.T.Aiton;Oleaceae;Ligluc;Exótica;;34;50,39999999;64,19999999;676889;7184236;;3;;;1;3;;2;3;;2;3;
A5;38,6;42;A5/14B;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;42;45,5;49,79999999;61,70000001;676792;7184338,6;1;1;;2;2;2;3;5;3;2;2;2;
H5;20,3;44,5;H5/171A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;43,70000001;45,99999999;46,4;47,30000001;677144,5;7184320,3;42;42;42;2;2;1;2;2;3;1;1;1;
I6;19,1;43,5;I6/166A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;;35,19999999;48,00000001;52,1;677193,5;7184369,1;;42;42;;2;1;;3;3;;3;3;
D7;1,8;9;D7/2A;Casearia decandra;Casearia decandra Jacq.;Salicaceae;Casdec;St;61,29999999;61,99999999;63,6;66,00000001;676909;7184401,8;2;4;;3;2;2;3;3;35;3;3;3;
F6;25;19,8;F6/59A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;38,19999999;39,40000001;43,00000001;45,00000001;677019,8;7184375;3;3;2;2;2;2;3;3;3;3;3;2;
